 CG ITER, OVMR, OVMRUB =           1  145361.1250000  145361.1093750
 CG ITER, OVMR, OVMRUB =           2  145361.1093750  145361.1093750
 CG ITER, OVMR, OVMRUB =           3  145361.1093750  145361.1093750
 CG ITER, OVMR, OVMRUB =           4  125859.7968750  137032.2343750
 CG ITER, OVMR, OVMRUB =           5  116773.5781250  135567.6250000
 CG ITER, OVMR, OVMRUB =           6  115916.3984375  135567.6250000
 CG ITER, OVMR, OVMRUB =           7  115153.2109375  135567.6250000
 CG ITER, OVMR, OVMRUB =           8  114296.0859375  135567.6250000
 CG ITER, OVMR, OVMRUB =           9  113980.2343750  135567.6250000
 CG ITER, OVMR, OVMRUB =          10  113316.8203125  135567.6250000
 CG ITER, OVMR, OVMRUB =          11  112907.5937500  135567.6250000
 CG ITER, OVMR, OVMRUB =          12  112521.8515625  135567.6250000
 CG ITER, OVMR, OVMRUB =          13  112054.6171875  135567.6250000
 CG ITER, OVMR, OVMRUB =          14  111714.4921875  135567.6250000
 CG ITER, OVMR, OVMRUB =          15  111471.3125000  135567.6250000
 CG ITER, OVMR, OVMRUB =          16  111152.0625000  135567.6250000
 CG ITER, OVMR, OVMRUB =          17  110875.4609375  135567.6250000
 CG ITER, OVMR, OVMRUB =          18  110645.2812500  135567.6250000
 CG ITER, OVMR, OVMRUB =          19  110445.2968750  135567.6250000
 CG ITER, OVMR, OVMRUB =          20  110186.7187500  135567.6250000
 CG ITER, OVMR, OVMRUB =          21  110092.2500000  135567.6250000
 CG ITER, OVMR, OVMRUB =          22  109813.1875000  135567.6250000
 CG ITER, OVMR, OVMRUB =          23  109556.1562500  135567.6250000
 CG ITER, OVMR, OVMRUB =          24  109406.2421875  135567.6250000
 CG ITER, OVMR, OVMRUB =          25  109257.0859375  135567.6250000
 CG ITER, OVMR, OVMRUB =          26  109134.0546875  135567.6250000
 CG ITER, OVMR, OVMRUB =          27  108998.6640625  135567.6250000
 CG ITER, OVMR, OVMRUB =          28  108896.7500000  135567.6250000
 CG ITER, OVMR, OVMRUB =          29  108741.7187500  135567.6250000
 CG ITER, OVMR, OVMRUB =          30  108613.7031250  135567.6250000
 CG ITER, OVMR, OVMRUB =          31  108474.1953125  135567.6250000
 CG ITER, OVMR, OVMRUB =          32  108467.3125000  135567.6250000
 CG ITER, OVMR, OVMRUB =          33  108362.0390625  135567.6250000
 CG ITER, OVMR, OVMRUB =          34  108274.6875000  135567.6250000
 CG ITER, OVMR, OVMRUB =          35  108180.4609375  135567.6250000
 CG ITER, OVMR, OVMRUB =          36  108082.5625000  135567.6250000
 CG ITER, OVMR, OVMRUB =          37  107996.0156250  135567.6250000
 CG ITER, OVMR, OVMRUB =          38  107927.2578125  135567.6250000
 CG ITER, OVMR, OVMRUB =          39  107806.5312500  135567.6250000
 CG ITER, OVMR, OVMRUB =          40  107752.8750000  135567.6250000
 CG ITER, OVMR, OVMRUB =          41  107646.8828125  135567.6250000
 CG ITER, OVMR, OVMRUB =          42  107627.2578125  135567.6250000
 CG ITER, OVMR, OVMRUB =          43  107571.4218750  135567.6250000
 CG ITER, OVMR, OVMRUB =          44  107574.3828125  135567.6250000
 CG ITER, OVMR, OVMRUB =          45  107482.2265625  135567.6250000
 CG ITER, OVMR, OVMRUB =          46  107455.6718750  135567.6250000
 CG ITER, OVMR, OVMRUB =          47  107437.0781250  135567.6250000
 CG ITER, OVMR, OVMRUB =          48  107363.7109375  135567.6250000
 CG ITER, OVMR, OVMRUB =          49  107339.0312500  135567.6250000
 CG ITER, OVMR, OVMRUB =          50  107326.2656250  135567.6250000
 CG ITER, OVMR, OVMRUB =          51  107263.8046875  135567.6250000
 CG ITER, OVMR, OVMRUB =          52  107250.9843750  135567.6250000
 CG ITER, OVMR, OVMRUB =          53  107251.4609375  135567.6250000
 CG ITER, OVMR, OVMRUB =          54  107202.6796875  135567.6250000
 CG ITER, OVMR, OVMRUB =          55  107176.0468750  135567.6250000
 CG ITER, OVMR, OVMRUB =          56  107191.4296875  135567.6250000
 CG ITER, OVMR, OVMRUB =          57  107164.3125000  135567.6250000
 CG ITER, OVMR, OVMRUB =          58  107147.5390625  135567.6250000
 CG ITER, OVMR, OVMRUB =          59  107135.5703125  135567.6250000
 CG ITER, OVMR, OVMRUB =          60  107128.2578125  135567.6250000
 CG ITER, OVMR, OVMRUB =          61  107123.3671875  135567.6250000
 CG ITER, OVMR, OVMRUB =          62  107110.1484375  135567.6250000
 CG ITER, OVMR, OVMRUB =          63  107102.8828125  135567.6250000
 CG ITER, OVMR, OVMRUB =          64  107087.6015625  135567.6250000
 CG ITER, OVMR, OVMRUB =          65  107082.7500000  135567.6250000
 CG ITER, OVMR, OVMRUB =          66  107087.1953125  135567.6250000
 CG ITER, OVMR, OVMRUB =          67  107043.4921875  135567.6250000
 CG ITER, OVMR, OVMRUB =          68  107076.3125000  135567.6250000
 CG ITER, OVMR, OVMRUB =          69  107056.2343750  135567.6250000
 CG ITER, OVMR, OVMRUB =          70  107035.0078125  135567.6250000
 CG ITER, OVMR, OVMRUB =          71  107030.2187500  135567.6250000
 CG ITER, OVMR, OVMRUB =          72  107021.8828125  135567.6250000
 CG ITER, OVMR, OVMRUB =          73  107028.2578125  135567.6250000
 CG ITER, OVMR, OVMRUB =          74  107021.2890625  135567.6250000
 CG ITER, OVMR, OVMRUB =          75  107017.2265625  135567.6250000
 CG ITER, OVMR, OVMRUB =          76  107023.8906250  135567.6250000
 CG ITER, OVMR, OVMRUB =          77  107015.6718750  135567.6250000
 CG ITER, OVMR, OVMRUB =          78  106998.3828125  135567.6250000
 CG ITER, OVMR, OVMRUB =          79  107008.4140625  134115.1718750
 CG ITER, OVMR, OVMRUB =          80  106991.5234375  134115.1718750
 CG ITER, OVMR, OVMRUB =          81  106986.5625000  134115.1718750
 CG ITER, OVMR, OVMRUB =          82  106982.6562500  127869.9375000
 CG ITER, OVMR, OVMRUB =          83  106979.2656250  127869.9375000
 CG ITER, OVMR, OVMRUB =          84  106974.8671875  127869.9375000
 CG ITER, OVMR, OVMRUB =          85  106973.8906250  127869.9375000
 CG ITER, OVMR, OVMRUB =          86  106976.1328125  127869.9375000
 CG ITER, OVMR, OVMRUB =          87  106964.2187500  127869.9375000
 CG ITER, OVMR, OVMRUB =          88  106964.2578125  127869.9375000
 CG ITER, OVMR, OVMRUB =          89  106970.1328125  127869.9375000
 CG ITER, OVMR, OVMRUB =          90  106967.3281250  127869.9375000
 CG ITER, OVMR, OVMRUB =          91  106962.1250000  127869.9375000
 CG ITER, OVMR, OVMRUB =          92  106964.7109375  127869.9375000
 CG ITER, OVMR, OVMRUB =          93  106964.9843750  127869.9375000
 CG ITER, OVMR, OVMRUB =          94  106962.8593750  127869.9375000
 CG ITER, OVMR, OVMRUB =          95  106959.3984375  127869.9375000
 CG ITER, OVMR, OVMRUB =          96  106949.8906250  127869.9375000
 CG ITER, OVMR, OVMRUB =          97  106940.4140625  127869.9375000
 CG ITER, OVMR, OVMRUB =          98  106954.1406250  127869.9375000
 CG ITER, OVMR, OVMRUB =          99  106961.6718750  127869.9375000
 CG ITER, OVMR, OVMRUB =         100  106954.5859375  127869.9375000
 CG ITER, OVMR, OVMRUB =         101  106950.6640625  127869.9375000
 CG ITER, OVMR, OVMRUB =         102  106946.6250000  127869.9375000
 CG ITER, OVMR, OVMRUB =         103  106952.9531250  123896.8515625
 CG ITER, OVMR, OVMRUB =         104  106946.9531250  123896.8515625
 CG ITER, OVMR, OVMRUB =         105  106948.1718750  123896.8515625
 CG ITER, OVMR, OVMRUB =         106  106933.7500000  123896.8515625
 CG ITER, OVMR, OVMRUB =         107  106938.3125000  123896.8515625
 CG ITER, OVMR, OVMRUB =         108  106930.9531250  123896.8515625
 CG ITER, OVMR, OVMRUB =         109  106933.7500000  123896.8515625
 CG ITER, OVMR, OVMRUB =         110  106928.8671875  123896.8515625
 CG ITER, OVMR, OVMRUB =         111  106933.5000000  123896.8515625
 CG ITER, OVMR, OVMRUB =         112  106931.3984375  123896.8515625
 CG ITER, OVMR, OVMRUB =         113  106916.2421875  123896.8515625
 CG ITER, OVMR, OVMRUB =         114  106927.6406250  123896.8515625
 CG ITER, OVMR, OVMRUB =         115  106924.6484375  123896.8515625
 CG ITER, OVMR, OVMRUB =         116  106926.8437500  123896.8515625
 CG ITER, OVMR, OVMRUB =         117  106922.0312500  123896.8515625
 CG ITER, OVMR, OVMRUB =         118  106917.9140625  122434.2031250
 CG ITER, OVMR, OVMRUB =         119  106929.0390625  122434.2031250
 CG ITER, OVMR, OVMRUB =         120  106926.5625000  120325.5078125
 CG ITER, OVMR, OVMRUB =         121  106926.9375000  120325.5078125
 CG ITER, OVMR, OVMRUB =         122  106933.1796875  119335.9140625
 CG ITER, OVMR, OVMRUB =         123  106932.8125000  119335.9140625
 CG ITER, OVMR, OVMRUB =         124  106924.9531250  119335.9140625
 CG ITER, OVMR, OVMRUB =         125  106927.2109375  119335.9140625
