 CG ITER, OVMR, OVMRUB =           1  103188.9375000  103188.9296875
 CG ITER, OVMR, OVMRUB =           2  103188.9375000  103188.9296875
 CG ITER, OVMR, OVMRUB =           3  103188.9296875  103188.9296875
 CG ITER, OVMR, OVMRUB =           4  103188.9062500  103188.9296875
 CG ITER, OVMR, OVMRUB =           5  101167.3750000  103188.9296875
 CG ITER, OVMR, OVMRUB =           6  100126.2812500  103188.9296875
 CG ITER, OVMR, OVMRUB =           7  100091.1406250  103188.9296875
 CG ITER, OVMR, OVMRUB =           8   99754.9921875  103188.9296875
 CG ITER, OVMR, OVMRUB =           9   98507.2656250  103188.9296875
 CG ITER, OVMR, OVMRUB =          10   97124.5859375  103188.9296875
 CG ITER, OVMR, OVMRUB =          11   96905.3515625  103188.9296875
 CG ITER, OVMR, OVMRUB =          12   95739.8437500  103188.9296875
 CG ITER, OVMR, OVMRUB =          13   95052.5312500  103188.9296875
 CG ITER, OVMR, OVMRUB =          14   94662.3593750  103188.9296875
 CG ITER, OVMR, OVMRUB =          15   94775.1796875  103188.9296875
 CG ITER, OVMR, OVMRUB =          16   95056.4375000  103188.9296875
 CG ITER, OVMR, OVMRUB =          17   94964.9375000  103188.9296875
 CG ITER, OVMR, OVMRUB =          18   94798.0546875  103188.9296875
 CG ITER, OVMR, OVMRUB =          19   94818.1250000  103188.9296875
 CG ITER, OVMR, OVMRUB =          20   94795.0937500  103188.9296875
 CG ITER, OVMR, OVMRUB =          21   94732.2500000  103188.9296875
 CG ITER, OVMR, OVMRUB =          22   94637.2578125  103188.9296875
 CG ITER, OVMR, OVMRUB =          23   94724.3125000  103188.9296875
 CG ITER, OVMR, OVMRUB =          24   94724.7656250  103188.9296875
 CG ITER, OVMR, OVMRUB =          25   94733.1640625  103188.9296875
 CG ITER, OVMR, OVMRUB =          26   94757.3125000  103188.9296875
 CG ITER, OVMR, OVMRUB =          27   94615.3828125  103188.9296875
 CG ITER, OVMR, OVMRUB =          28   94534.4218750  103188.9296875
 CG ITER, OVMR, OVMRUB =          29   94443.5312500  103188.9296875
 CG ITER, OVMR, OVMRUB =          30   94393.4062500  103188.9296875
 CG ITER, OVMR, OVMRUB =          31   94354.9531250  103188.9296875
 CG ITER, OVMR, OVMRUB =          32   94331.7031250  103188.9296875
 CG ITER, OVMR, OVMRUB =          33   94222.1796875  103188.9296875
 CG ITER, OVMR, OVMRUB =          34   94164.4140625  103188.9296875
 CG ITER, OVMR, OVMRUB =          35   94064.1875000  103188.9296875
 CG ITER, OVMR, OVMRUB =          36   93995.9062500  103188.9296875
 CG ITER, OVMR, OVMRUB =          37   93884.6484375  103188.9296875
 CG ITER, OVMR, OVMRUB =          38   93736.6953125  103188.9296875
 CG ITER, OVMR, OVMRUB =          39   93649.5468750  103188.9296875
 CG ITER, OVMR, OVMRUB =          40   93549.9765625  103188.9296875
 CG ITER, OVMR, OVMRUB =          41   93499.0859375  103188.9296875
 CG ITER, OVMR, OVMRUB =          42   93428.9296875  103188.9296875
 CG ITER, OVMR, OVMRUB =          43   93344.3671875  103188.9296875
 CG ITER, OVMR, OVMRUB =          44   93307.5859375  103188.9296875
 CG ITER, OVMR, OVMRUB =          45   93230.0703125  103188.9296875
 CG ITER, OVMR, OVMRUB =          46   93161.6640625  103188.9296875
 CG ITER, OVMR, OVMRUB =          47   93096.4140625  103188.9296875
 CG ITER, OVMR, OVMRUB =          48   93050.4218750  103188.9296875
 CG ITER, OVMR, OVMRUB =          49   92980.6484375  103188.9296875
 CG ITER, OVMR, OVMRUB =          50   92922.0312500  103188.9296875
 CG ITER, OVMR, OVMRUB =          51   92868.0625000  103188.9296875
 CG ITER, OVMR, OVMRUB =          52   92819.9453125  103188.9296875
 CG ITER, OVMR, OVMRUB =          53   92767.0312500  103188.9296875
 CG ITER, OVMR, OVMRUB =          54   92725.3281250  103188.9296875
 CG ITER, OVMR, OVMRUB =          55   92685.0703125  103188.9296875
 CG ITER, OVMR, OVMRUB =          56   92651.1093750  103188.9296875
 CG ITER, OVMR, OVMRUB =          57   92602.6406250  103188.9296875
 CG ITER, OVMR, OVMRUB =          58   92569.8906250  103188.9296875
 CG ITER, OVMR, OVMRUB =          59   92547.3984375  103188.9296875
 CG ITER, OVMR, OVMRUB =          60   92513.2578125  103188.9296875
 CG ITER, OVMR, OVMRUB =          61   92488.8984375  103188.9296875
 CG ITER, OVMR, OVMRUB =          62   92459.0937500  103188.9296875
 CG ITER, OVMR, OVMRUB =          63   92425.0390625  103188.9296875
 CG ITER, OVMR, OVMRUB =          64   92399.2500000  103188.9296875
 CG ITER, OVMR, OVMRUB =          65   92381.4296875  103188.9296875
 CG ITER, OVMR, OVMRUB =          66   92352.6562500  103188.9296875
 CG ITER, OVMR, OVMRUB =          67   92326.7890625  103188.9296875
 CG ITER, OVMR, OVMRUB =          68   92311.1250000  103188.9296875
 CG ITER, OVMR, OVMRUB =          69   92286.0859375  103188.9296875
 CG ITER, OVMR, OVMRUB =          70   92270.2656250  103188.9296875
 CG ITER, OVMR, OVMRUB =          71   92254.3906250  103188.9296875
 CG ITER, OVMR, OVMRUB =          72   92231.8828125  103188.9296875
 CG ITER, OVMR, OVMRUB =          73   92213.1250000  103188.9296875
 CG ITER, OVMR, OVMRUB =          74   92189.5078125  103188.9296875
 CG ITER, OVMR, OVMRUB =          75   92181.2109375  103188.9296875
 CG ITER, OVMR, OVMRUB =          76   92165.0859375  103188.9296875
 CG ITER, OVMR, OVMRUB =          77   92151.0078125  102640.8828125
 CG ITER, OVMR, OVMRUB =          78   92140.3828125  102640.8828125
 CG ITER, OVMR, OVMRUB =          79   92127.3281250  102640.8828125
 CG ITER, OVMR, OVMRUB =          80   92125.7500000  102640.8828125
 CG ITER, OVMR, OVMRUB =          81   92112.1171875  101333.9843750
 CG ITER, OVMR, OVMRUB =          82   92104.7343750  101333.9843750
 CG ITER, OVMR, OVMRUB =          83   92094.7578125  101333.9843750
 CG ITER, OVMR, OVMRUB =          84   92088.4296875  101333.9843750
 CG ITER, OVMR, OVMRUB =          85   92078.7031250  101333.9843750
 CG ITER, OVMR, OVMRUB =          86   92076.9296875  101333.9843750
 CG ITER, OVMR, OVMRUB =          87   92067.1484375  101333.9843750
 CG ITER, OVMR, OVMRUB =          88   92060.7187500  101333.9843750
 CG ITER, OVMR, OVMRUB =          89   92059.0234375  101333.9843750
 CG ITER, OVMR, OVMRUB =          90   92054.7500000  101333.9843750
 CG ITER, OVMR, OVMRUB =          91   92047.8828125  101333.9843750
 CG ITER, OVMR, OVMRUB =          92   92044.6328125  101333.9843750
 CG ITER, OVMR, OVMRUB =          93   92040.9062500  101333.9843750
 CG ITER, OVMR, OVMRUB =          94   92039.5937500  101333.9843750
 CG ITER, OVMR, OVMRUB =          95   92039.1015625  101333.9843750
 CG ITER, OVMR, OVMRUB =          96   92036.9296875  101333.9843750
 CG ITER, OVMR, OVMRUB =          97   92030.2265625  101333.9843750
