6 12 2
 1
      1128
      1128
    2
     3
     3
     4
     3
     3
   2.0  31.2   429    23 
  4.9  62.8   293    18 
  1.5  64.6   929    19 
  1.8  42.0   343    24 
  4.5  26.6   444    22 
  1.5  37.8   494    22 
  2.5  45.3   190    16 
  2.2  61.2   759    20 
  3.9  42.7   136    24 
  2.8  39.0   838    21 
  4.2  46.8   540    24 
  3.9  60.6   873    22 
   36   175   175   133    13   168 
  167    35   131    59     6   137 
   31    78   111   114    73     3 
  141   154    28   132   171   163 
  140    54   153    64   115   135 
   29   170    74    83    50    62 
  145   125    14     3   158    55 
  171   138   173    95    61   111 
    6   153     8    62   128    53 
  148   115    68    81    47   175 
   41    90   137    20   104   109 
   71   114   155    25   143   115 
