6 12 2
 1
      1167
      1167
    2
     2
     3
     3
     2
     4
   2.9  61.5   645    20 
  3.2  38.1   223    22 
  5.0  42.6   914    22 
  2.0  64.9   824    17 
  4.4  56.6   796    24 
  3.6  27.3   316    22 
  3.1  39.0   359    15 
  3.8  60.5   336    25 
  3.6  25.8   288    23 
  1.5  58.6   243    23 
  4.8  73.0   915    23 
  4.9  33.2   946    15 
  165    11   134   110   139     8 
  136   145    63    40   172   104 
  117    97    37    35     7    63 
  151    17    17    91    24    72 
  120   131   157   119    37    30 
  157    38   132    58    66   128 
   93    85   107    88    31    14 
   66    54    76   164    18    89 
   20   130   147     5    90    79 
   49    16    91   126    35   179 
   45   132    39    60   118   164 
   72    88   137   124   153    10 
