 CG ITER, OVMR, OVMRUB =           1   62849.2812500   62849.2773438
 CG ITER, OVMR, OVMRUB =           2   62714.3710938   62714.3710938
 CG ITER, OVMR, OVMRUB =           3   62714.3632812   62714.3710938
 CG ITER, OVMR, OVMRUB =           4   62714.3437500   62714.3710938
 CG ITER, OVMR, OVMRUB =           5   61505.6601562   62714.3710938
 CG ITER, OVMR, OVMRUB =           6   61507.3398438   62714.3710938
 CG ITER, OVMR, OVMRUB =           7   61287.6367188   62714.3710938
 CG ITER, OVMR, OVMRUB =           8   61006.7929688   62714.3710938
 CG ITER, OVMR, OVMRUB =           9   60698.1796875   62714.3710938
 CG ITER, OVMR, OVMRUB =          10   60524.6210938   62714.3710938
 CG ITER, OVMR, OVMRUB =          11   60379.8203125   62714.3710938
 CG ITER, OVMR, OVMRUB =          12   60307.0664062   62714.3710938
 CG ITER, OVMR, OVMRUB =          13   60178.1992188   62714.3710938
 CG ITER, OVMR, OVMRUB =          14   60083.9726562   62714.3710938
 CG ITER, OVMR, OVMRUB =          15   59963.9882812   62714.3710938
 CG ITER, OVMR, OVMRUB =          16   59857.6914062   62714.3710938
 CG ITER, OVMR, OVMRUB =          17   59764.9921875   62714.3710938
 CG ITER, OVMR, OVMRUB =          18   59659.0937500   62714.3710938
 CG ITER, OVMR, OVMRUB =          19   59551.2773438   62714.3710938
 CG ITER, OVMR, OVMRUB =          20   59450.6757812   62714.3710938
 CG ITER, OVMR, OVMRUB =          21   59373.6914062   62714.3710938
 CG ITER, OVMR, OVMRUB =          22   59291.5351562   62714.3710938
 CG ITER, OVMR, OVMRUB =          23   59220.9335938   62714.3710938
 CG ITER, OVMR, OVMRUB =          24   59154.0820312   62714.3710938
 CG ITER, OVMR, OVMRUB =          25   59106.4765625   62714.3710938
 CG ITER, OVMR, OVMRUB =          26   59037.3945312   62714.3710938
 CG ITER, OVMR, OVMRUB =          27   58981.6367188   62714.3710938
 CG ITER, OVMR, OVMRUB =          28   58938.7031250   62714.3710938
 CG ITER, OVMR, OVMRUB =          29   58886.6523438   62714.3710938
 CG ITER, OVMR, OVMRUB =          30   58854.8437500   62714.3710938
 CG ITER, OVMR, OVMRUB =          31   58798.7304688   62714.3710938
 CG ITER, OVMR, OVMRUB =          32   58776.7304688   62714.3710938
 CG ITER, OVMR, OVMRUB =          33   58734.3828125   62714.3710938
