 CG ITER, OVMR, OVMRUB =           1   67882.6796875   67882.6718750
 CG ITER, OVMR, OVMRUB =           2   67882.6718750   67882.6718750
 CG ITER, OVMR, OVMRUB =           3   67882.6718750   67882.6718750
 CG ITER, OVMR, OVMRUB =           4   67882.6718750   67882.6718750
 CG ITER, OVMR, OVMRUB =           5   67570.9140625   67882.6718750
 CG ITER, OVMR, OVMRUB =           6   67446.0390625   67882.6718750
 CG ITER, OVMR, OVMRUB =           7   67435.8515625   67882.6718750
 CG ITER, OVMR, OVMRUB =           8   67158.7734375   67882.6718750
 CG ITER, OVMR, OVMRUB =           9   66923.6406250   67882.6718750
 CG ITER, OVMR, OVMRUB =          10   66923.3281250   67882.6718750
 CG ITER, OVMR, OVMRUB =          11   66858.1250000   67882.6718750
 CG ITER, OVMR, OVMRUB =          12   66788.7421875   67882.6718750
 CG ITER, OVMR, OVMRUB =          13   66655.9531250   67882.6718750
 CG ITER, OVMR, OVMRUB =          14   66450.2343750   67882.6718750
 CG ITER, OVMR, OVMRUB =          15   66304.6640625   67882.6718750
 CG ITER, OVMR, OVMRUB =          16   66157.6484375   67882.6718750
 CG ITER, OVMR, OVMRUB =          17   66047.8515625   67882.6718750
 CG ITER, OVMR, OVMRUB =          18   65986.0000000   67882.6718750
 CG ITER, OVMR, OVMRUB =          19   65867.4687500   67882.6718750
 CG ITER, OVMR, OVMRUB =          20   65717.3671875   67882.6718750
 CG ITER, OVMR, OVMRUB =          21   65620.0625000   67882.6718750
 CG ITER, OVMR, OVMRUB =          22   65523.7890625   67882.6718750
 CG ITER, OVMR, OVMRUB =          23   65418.6093750   67882.6718750
 CG ITER, OVMR, OVMRUB =          24   65308.6367188   67882.6718750
 CG ITER, OVMR, OVMRUB =          25   65236.3242188   67882.6718750
 CG ITER, OVMR, OVMRUB =          26   65151.6210938   67882.6718750
 CG ITER, OVMR, OVMRUB =          27   65080.0625000   67882.6718750
 CG ITER, OVMR, OVMRUB =          28   65017.5703125   67882.6718750
 CG ITER, OVMR, OVMRUB =          29   64952.1250000   67882.6718750
 CG ITER, OVMR, OVMRUB =          30   64887.7148438   67882.6718750
 CG ITER, OVMR, OVMRUB =          31   64814.2343750   67882.6718750
 CG ITER, OVMR, OVMRUB =          32   64748.5820312   67882.6718750
 CG ITER, OVMR, OVMRUB =          33   64702.3085938   67882.6718750
 CG ITER, OVMR, OVMRUB =          34   64655.5976562   67882.6718750
 CG ITER, OVMR, OVMRUB =          35   64601.9726562   67882.6718750
 CG ITER, OVMR, OVMRUB =          36   64560.0625000   67882.6718750
 CG ITER, OVMR, OVMRUB =          37   64507.1523438   67882.6718750
 CG ITER, OVMR, OVMRUB =          38   64471.7968750   67882.6718750
 CG ITER, OVMR, OVMRUB =          39   64427.7890625   67882.6718750
 CG ITER, OVMR, OVMRUB =          40   64394.9804688   67882.6718750
 CG ITER, OVMR, OVMRUB =          41   64358.3789062   67882.6718750
 CG ITER, OVMR, OVMRUB =          42   64318.0117188   67882.6718750
 CG ITER, OVMR, OVMRUB =          43   64295.0820312   67882.6718750
 CG ITER, OVMR, OVMRUB =          44   64263.1640625   67882.6718750
 CG ITER, OVMR, OVMRUB =          45   64241.0351562   67882.6718750
 CG ITER, OVMR, OVMRUB =          46   64214.0937500   67882.6718750
 CG ITER, OVMR, OVMRUB =          47   64193.1796875   67882.6718750
 CG ITER, OVMR, OVMRUB =          48   64166.9218750   67882.6718750
 CG ITER, OVMR, OVMRUB =          49   64151.7968750   67882.6718750
 CG ITER, OVMR, OVMRUB =          50   64132.3593750   67882.6718750
 CG ITER, OVMR, OVMRUB =          51   64104.7851562   67882.6718750
 CG ITER, OVMR, OVMRUB =          52   64083.6640625   67882.6718750
 CG ITER, OVMR, OVMRUB =          53   64059.3867188   67882.6718750
