 CG ITER, OVMR, OVMRUB =           1   64263.1953125   64263.1953125
 CG ITER, OVMR, OVMRUB =           2   63855.4101562   63855.4101562
 CG ITER, OVMR, OVMRUB =           3   63855.3867188   63855.4101562
 CG ITER, OVMR, OVMRUB =           4   63854.8437500   63855.4101562
 CG ITER, OVMR, OVMRUB =           5   62625.4453125   63855.4101562
 CG ITER, OVMR, OVMRUB =           6   62358.8398438   63855.4101562
 CG ITER, OVMR, OVMRUB =           7   62267.7773438   63855.4101562
 CG ITER, OVMR, OVMRUB =           8   61900.7890625   63855.4101562
 CG ITER, OVMR, OVMRUB =           9   61737.7773438   63855.4101562
 CG ITER, OVMR, OVMRUB =          10   61672.8984375   63855.4101562
 CG ITER, OVMR, OVMRUB =          11   61752.3046875   63855.4101562
 CG ITER, OVMR, OVMRUB =          12   61718.0546875   63855.4101562
 CG ITER, OVMR, OVMRUB =          13   61616.9296875   63855.4101562
 CG ITER, OVMR, OVMRUB =          14   61478.5937500   63855.4101562
 CG ITER, OVMR, OVMRUB =          15   61334.8671875   63855.4101562
 CG ITER, OVMR, OVMRUB =          16   61172.5664062   63855.4101562
 CG ITER, OVMR, OVMRUB =          17   61053.4687500   63855.4101562
 CG ITER, OVMR, OVMRUB =          18   60971.1914062   63855.4101562
 CG ITER, OVMR, OVMRUB =          19   60847.3242188   63855.4101562
 CG ITER, OVMR, OVMRUB =          20   60722.9257812   63855.4101562
 CG ITER, OVMR, OVMRUB =          21   60636.5078125   63855.4101562
 CG ITER, OVMR, OVMRUB =          22   60556.2929688   63855.4101562
 CG ITER, OVMR, OVMRUB =          23   60488.2148438   63855.4101562
 CG ITER, OVMR, OVMRUB =          24   60397.2187500   63855.4101562
 CG ITER, OVMR, OVMRUB =          25   60328.0000000   63855.4101562
 CG ITER, OVMR, OVMRUB =          26   60258.3476562   63855.4101562
 CG ITER, OVMR, OVMRUB =          27   60176.3281250   63855.4101562
 CG ITER, OVMR, OVMRUB =          28   60102.8359375   63855.4101562
 CG ITER, OVMR, OVMRUB =          29   60034.4140625   63855.4101562
 CG ITER, OVMR, OVMRUB =          30   59980.8867188   63855.4101562
 CG ITER, OVMR, OVMRUB =          31   59924.3164062   63855.4101562
 CG ITER, OVMR, OVMRUB =          32   59893.7226562   63855.4101562
 CG ITER, OVMR, OVMRUB =          33   59839.4609375   63855.4101562
 CG ITER, OVMR, OVMRUB =          34   59808.2226562   63855.4101562
 CG ITER, OVMR, OVMRUB =          35   59759.2343750   63855.4101562
 CG ITER, OVMR, OVMRUB =          36   59724.7031250   63855.4101562
 CG ITER, OVMR, OVMRUB =          37   59680.5078125   63855.4101562
 CG ITER, OVMR, OVMRUB =          38   59659.0585938   63855.4101562
 CG ITER, OVMR, OVMRUB =          39   59623.0273438   63855.4101562
 CG ITER, OVMR, OVMRUB =          40   59598.0039062   63855.4101562
 CG ITER, OVMR, OVMRUB =          41   59546.4023438   63855.4101562
 CG ITER, OVMR, OVMRUB =          42   59517.5117188   63855.4101562
 CG ITER, OVMR, OVMRUB =          43   59490.5117188   63855.4101562
 CG ITER, OVMR, OVMRUB =          44   59471.3710938   63855.4101562
 CG ITER, OVMR, OVMRUB =          45   59451.8007812   63855.4101562
 CG ITER, OVMR, OVMRUB =          46   59423.1289062   63855.4101562
 CG ITER, OVMR, OVMRUB =          47   59396.9921875   63855.4101562
 CG ITER, OVMR, OVMRUB =          48   59375.1523438   63855.4101562
 CG ITER, OVMR, OVMRUB =          49   59353.3789062   63855.4101562
 CG ITER, OVMR, OVMRUB =          50   59330.0273438   63855.4101562
 CG ITER, OVMR, OVMRUB =          51   59321.4726562   63855.4101562
 CG ITER, OVMR, OVMRUB =          52   59291.5156250   63855.4101562
 CG ITER, OVMR, OVMRUB =          53   59277.5390625   63855.4101562
 CG ITER, OVMR, OVMRUB =          54   59262.0664062   63855.4101562
 CG ITER, OVMR, OVMRUB =          55   59246.8632812   63855.4101562
 CG ITER, OVMR, OVMRUB =          56   59231.6718750   63855.4101562
 CG ITER, OVMR, OVMRUB =          57   59227.3125000   63855.4101562
 CG ITER, OVMR, OVMRUB =          58   59211.7539062   63855.4101562
 CG ITER, OVMR, OVMRUB =          59   59204.6953125   63855.4101562
 CG ITER, OVMR, OVMRUB =          60   59187.8984375   63855.4101562
 CG ITER, OVMR, OVMRUB =          61   59177.5429688   63855.4101562
 CG ITER, OVMR, OVMRUB =          62   59175.8437500   63855.4101562
 CG ITER, OVMR, OVMRUB =          63   59167.2656250   63855.4101562
 CG ITER, OVMR, OVMRUB =          64   59160.3007812   63855.4101562
 CG ITER, OVMR, OVMRUB =          65   59154.7226562   63855.4101562
 CG ITER, OVMR, OVMRUB =          66   59144.6171875   63855.4101562
 CG ITER, OVMR, OVMRUB =          67   59135.8281250   63855.4101562
 CG ITER, OVMR, OVMRUB =          68   59128.0625000   63855.4101562
 CG ITER, OVMR, OVMRUB =          69   59127.4218750   63855.4101562
 CG ITER, OVMR, OVMRUB =          70   59124.5078125   63806.3437500
 CG ITER, OVMR, OVMRUB =          71   59119.8437500   63806.3437500
 CG ITER, OVMR, OVMRUB =          72   59118.5429688   63806.3437500
 CG ITER, OVMR, OVMRUB =          73   59116.5898438   63420.9570312
 CG ITER, OVMR, OVMRUB =          74   59109.9687500   63420.9570312
 CG ITER, OVMR, OVMRUB =          75   59106.6406250   63420.9570312
 CG ITER, OVMR, OVMRUB =          76   59104.4062500   62839.0351562
 CG ITER, OVMR, OVMRUB =          77   59101.7109375   62839.0351562
 CG ITER, OVMR, OVMRUB =          78   59102.4140625   62839.0351562
 CG ITER, OVMR, OVMRUB =          79   59100.2343750   62839.0351562
 CG ITER, OVMR, OVMRUB =          80   59096.0820312   62839.0351562
 CG ITER, OVMR, OVMRUB =          81   59095.1953125   62839.0351562
 CG ITER, OVMR, OVMRUB =          82   59095.1718750   62666.5468750
 CG ITER, OVMR, OVMRUB =          83   59092.4101562   62373.7734375
 CG ITER, OVMR, OVMRUB =          84   59091.4726562   62373.7734375
 CG ITER, OVMR, OVMRUB =          85   59091.3828125   62373.7734375
 CG ITER, OVMR, OVMRUB =          86   59089.3906250   62373.7734375
 CG ITER, OVMR, OVMRUB =          87   59087.5820312   62373.7734375
 CG ITER, OVMR, OVMRUB =          88   59088.4023438   62373.7734375
 CG ITER, OVMR, OVMRUB =          89   59087.9296875   62373.7734375
 CG ITER, OVMR, OVMRUB =          90   59086.7421875   62373.7734375
 CG ITER, OVMR, OVMRUB =          91   59086.9921875   62373.7734375
 CG ITER, OVMR, OVMRUB =          92   59087.6093750   62357.0898438
 CG ITER, OVMR, OVMRUB =          93   59086.8476562   62357.0898438
 CG ITER, OVMR, OVMRUB =          94   59087.1757812   62299.0117188
 CG ITER, OVMR, OVMRUB =          95   59087.3203125   62299.0117188
 CG ITER, OVMR, OVMRUB =          96   59085.2382812   62299.0117188
 CG ITER, OVMR, OVMRUB =          97   59085.7578125   62299.0117188
 CG ITER, OVMR, OVMRUB =          98   59086.1210938   62112.1953125
 CG ITER, OVMR, OVMRUB =          99   59085.4101562   60921.8007812
 CG ITER, OVMR, OVMRUB =         100   59085.3242188   60558.3750000
 CG ITER, OVMR, OVMRUB =         101   59084.7929688   60558.3750000
 CG ITER, OVMR, OVMRUB =         102   59085.1250000   60558.3750000
 CG ITER, OVMR, OVMRUB =         103   59085.2695312   60558.3750000
 CG ITER, OVMR, OVMRUB =         104   59085.1445312   60558.3750000
 CG ITER, OVMR, OVMRUB =         105   59085.1718750   60558.3750000
 CG ITER, OVMR, OVMRUB =         106   59085.1054688   60558.3750000
 CG ITER, OVMR, OVMRUB =         107   59084.8359375   60558.3750000
 CG ITER, OVMR, OVMRUB =         108   59084.6523438   60558.3750000
 CG ITER, OVMR, OVMRUB =         109   59085.1757812   60558.3750000
 CG ITER, OVMR, OVMRUB =         110   59085.2148438   60363.5039062
 CG ITER, OVMR, OVMRUB =         111   59085.0117188   60363.5039062
 CG ITER, OVMR, OVMRUB =         112   59085.1875000   60363.5039062
 CG ITER, OVMR, OVMRUB =         113   59085.2617188   60363.5039062
 CG ITER, OVMR, OVMRUB =         114   59085.2031250   60363.5039062
 CG ITER, OVMR, OVMRUB =         115   59085.1523438   60363.5039062
 CG ITER, OVMR, OVMRUB =         116   59085.2695312   60363.5039062
 CG ITER, OVMR, OVMRUB =         117   59084.9179688   60363.5039062
 CG ITER, OVMR, OVMRUB =         118   59084.9179688   60363.5039062
OVLB =   59084.9179688 OVLUB =   60363.5039062 TIME =      89.5000000
