6 18 2
 1
      1378
      1378
    2
     2
     3
     3
     2
     4
   2.9  61.5   645    20 
  3.2  38.1   223    22 
  5.0  42.6   914    22 
  2.0  64.9   824    17 
  4.4  56.6   796    24 
  3.6  27.3   316    22 
  3.1  39.0   359    15 
  3.8  60.5   336    25 
  3.6  25.8   288    23 
  1.5  58.6   243    23 
  4.8  73.0   915    23 
  4.9  33.2   946    15 
  165    85   110    31   101   150 
  136    54    40    18   146    50 
  117   130    35    90   107    25 
  151    16    91    35    19   104 
  120   132   119   118   148    88 
  157    88    58   153   161    46 
   93   134    88     8    36    77 
   66    63   164   104    12     9 
   20    37     5    63   172   173 
   49    17   126    72   143   154 
   45   157    60    30    39    33 
   72   132   124   128    90     1 
   11   107   139    14     9   174 
  145    76   172    89   134   144 
   97   147     7    79   145   126 
   17    91    24   179   167    15 
  131    39    37   164    77   130 
   38   137    66    10   172   134 
