6 18 2
 1
      1273
      1273
    2
     3
     3
     3
     3
     4
   2.3  72.6   595    17 
  2.0  63.2   913    25 
  1.2  21.2   417    16 
  4.5  35.6   439    20 
  2.9  16.5   690    25 
  4.7  15.3   509    15 
  3.7  23.5   252    24 
  2.1  65.8   217    17 
  4.0  40.2   803    17 
  4.3  36.4   130    19 
  1.9  73.2   706    18 
  4.9  35.4   153    16 
   34    71    38   163    19    93 
  100    12   143   138   164     1 
   83   147    40   130   110   148 
   13     3   171    44     5   122 
   42   123   118   173    68   165 
  109    78    38   146    59     4 
   99    10    41   104    95   154 
  106    44   137    42   156   123 
   64   115   140   142    19   156 
   33     3    82    54    76    22 
  146    31   153   135    50   142 
   41   118   122    19   131   159 
  170    36   107    57   130   137 
  108   116    83    81    14    16 
  103   116   172    63   155   113 
   57    98    87    70   154   135 
  174    88   161   148    55   178 
   81   141     3    24    81    69 
