 CG ITER, OVMR, OVMRUB =           1  150849.8906250  150849.8593750
 CG ITER, OVMR, OVMRUB =           2  150849.8593750  150849.8593750
 CG ITER, OVMR, OVMRUB =           3  150849.8281250  150849.8593750
 CG ITER, OVMR, OVMRUB =           4  150849.8281250  150849.8593750
 CG ITER, OVMR, OVMRUB =           5  150849.8437500  150849.8593750
 CG ITER, OVMR, OVMRUB =           6  150849.8125000  150849.8593750
 CG ITER, OVMR, OVMRUB =           7  150849.6406250  150849.8593750
 CG ITER, OVMR, OVMRUB =           8  150839.9062500  150849.8593750
 CG ITER, OVMR, OVMRUB =           9  150494.6718750  150849.8593750
 CG ITER, OVMR, OVMRUB =          10  149180.2656250  150849.8593750
 CG ITER, OVMR, OVMRUB =          11  148780.4062500  150849.8593750
 CG ITER, OVMR, OVMRUB =          12  147997.2187500  150849.8593750
 CG ITER, OVMR, OVMRUB =          13  145906.2500000  150849.8593750
 CG ITER, OVMR, OVMRUB =          14  144722.2031250  150849.8593750
 CG ITER, OVMR, OVMRUB =          15  143891.1562500  150849.8593750
 CG ITER, OVMR, OVMRUB =          16  143205.6093750  150849.8593750
 CG ITER, OVMR, OVMRUB =          17  142190.9062500  150849.8593750
 CG ITER, OVMR, OVMRUB =          18  141555.0312500  150849.8593750
 CG ITER, OVMR, OVMRUB =          19  140836.8593750  150849.8593750
 CG ITER, OVMR, OVMRUB =          20  140358.2343750  150849.8593750
 CG ITER, OVMR, OVMRUB =          21  139703.0937500  150849.8593750
 CG ITER, OVMR, OVMRUB =          22  139030.2031250  150849.8593750
 CG ITER, OVMR, OVMRUB =          23  138497.1093750  150849.8593750
 CG ITER, OVMR, OVMRUB =          24  137996.4218750  150849.8593750
 CG ITER, OVMR, OVMRUB =          25  137524.2031250  150849.8593750
 CG ITER, OVMR, OVMRUB =          26  137148.1250000  150849.8593750
 CG ITER, OVMR, OVMRUB =          27  136740.0468750  150849.8593750
 CG ITER, OVMR, OVMRUB =          28  136496.1093750  150849.8593750
 CG ITER, OVMR, OVMRUB =          29  136234.4375000  150849.8593750
 CG ITER, OVMR, OVMRUB =          30  135929.2656250  150849.8593750
 CG ITER, OVMR, OVMRUB =          31  135726.2968750  150849.8593750
 CG ITER, OVMR, OVMRUB =          32  135414.5312500  150849.8593750
 CG ITER, OVMR, OVMRUB =          33  135225.8281250  150849.8593750
 CG ITER, OVMR, OVMRUB =          34  135023.9843750  150849.8593750
 CG ITER, OVMR, OVMRUB =          35  134784.8750000  150849.8593750
 CG ITER, OVMR, OVMRUB =          36  134545.9843750  150849.8593750
 CG ITER, OVMR, OVMRUB =          37  134295.2500000  150849.8593750
 CG ITER, OVMR, OVMRUB =          38  134133.2656250  150849.8593750
 CG ITER, OVMR, OVMRUB =          39  133960.7500000  150849.8593750
 CG ITER, OVMR, OVMRUB =          40  133815.3125000  150849.8593750
 CG ITER, OVMR, OVMRUB =          41  133662.6562500  150849.8593750
 CG ITER, OVMR, OVMRUB =          42  133585.6875000  150849.8593750
 CG ITER, OVMR, OVMRUB =          43  133431.5468750  150849.8593750
 CG ITER, OVMR, OVMRUB =          44  133257.2500000  150849.8593750
 CG ITER, OVMR, OVMRUB =          45  133187.7031250  150849.8593750
 CG ITER, OVMR, OVMRUB =          46  133110.5781250  150849.8593750
 CG ITER, OVMR, OVMRUB =          47  133008.3281250  150849.8593750
 CG ITER, OVMR, OVMRUB =          48  132915.0468750  150849.8593750
 CG ITER, OVMR, OVMRUB =          49  132827.8750000  150849.8593750
 CG ITER, OVMR, OVMRUB =          50  132737.2343750  150849.8593750
 CG ITER, OVMR, OVMRUB =          51  132634.8281250  150849.8593750
 CG ITER, OVMR, OVMRUB =          52  132544.8125000  150849.8593750
 CG ITER, OVMR, OVMRUB =          53  132488.7968750  150849.8593750
 CG ITER, OVMR, OVMRUB =          54  132400.8750000  150849.8593750
 CG ITER, OVMR, OVMRUB =          55  132323.4687500  150849.8593750
 CG ITER, OVMR, OVMRUB =          56  132285.1562500  150849.8593750
 CG ITER, OVMR, OVMRUB =          57  132261.0468750  150849.8593750
 CG ITER, OVMR, OVMRUB =          58  132227.1562500  150849.8593750
 CG ITER, OVMR, OVMRUB =          59  132164.3281250  150849.8593750
 CG ITER, OVMR, OVMRUB =          60  132091.4531250  150849.8593750
 CG ITER, OVMR, OVMRUB =          61  132055.0156250  150849.8593750
 CG ITER, OVMR, OVMRUB =          62  131980.0000000  150849.8593750
 CG ITER, OVMR, OVMRUB =          63  131951.6250000  150849.8593750
 CG ITER, OVMR, OVMRUB =          64  131908.1093750  150849.8593750
 CG ITER, OVMR, OVMRUB =          65  131865.1406250  150849.8593750
 CG ITER, OVMR, OVMRUB =          66  131847.7656250  150849.8593750
 CG ITER, OVMR, OVMRUB =          67  131826.6406250  150849.8593750
 CG ITER, OVMR, OVMRUB =          68  131807.4218750  150849.8593750
 CG ITER, OVMR, OVMRUB =          69  131765.9062500  150849.8593750
 CG ITER, OVMR, OVMRUB =          70  131750.5781250  150849.8593750
 CG ITER, OVMR, OVMRUB =          71  131723.7343750  150849.8593750
 CG ITER, OVMR, OVMRUB =          72  131692.6406250  150849.8593750
 CG ITER, OVMR, OVMRUB =          73  131669.4843750  150849.8593750
 CG ITER, OVMR, OVMRUB =          74  131663.0312500  150849.8593750
 CG ITER, OVMR, OVMRUB =          75  131628.1875000  150849.8593750
 CG ITER, OVMR, OVMRUB =          76  131622.6250000  150849.8593750
 CG ITER, OVMR, OVMRUB =          77  131603.7500000  150849.8593750
 CG ITER, OVMR, OVMRUB =          78  131600.2343750  150849.8593750
 CG ITER, OVMR, OVMRUB =          79  131592.5937500  150849.8593750
 CG ITER, OVMR, OVMRUB =          80  131596.2968750  150849.8593750
 CG ITER, OVMR, OVMRUB =          81  131586.9062500  150329.2343750
 CG ITER, OVMR, OVMRUB =          82  131589.5625000  150329.2343750
 CG ITER, OVMR, OVMRUB =          83  131592.6562500  150329.2343750
 CG ITER, OVMR, OVMRUB =          84  131578.9687500  150329.2343750
 CG ITER, OVMR, OVMRUB =          85  131569.6250000  150329.2343750
 CG ITER, OVMR, OVMRUB =          86  131572.3281250  150329.2343750
 CG ITER, OVMR, OVMRUB =          87  131563.7500000  150329.2343750
 CG ITER, OVMR, OVMRUB =          88  131564.2812500  150329.2343750
 CG ITER, OVMR, OVMRUB =          89  131549.5781250  150329.2343750
 CG ITER, OVMR, OVMRUB =          90  131541.3437500  150329.2343750
 CG ITER, OVMR, OVMRUB =          91  131554.7343750  150329.2343750
 CG ITER, OVMR, OVMRUB =          92  131565.3437500  150329.2343750
 CG ITER, OVMR, OVMRUB =          93  131564.0625000  150329.2343750
 CG ITER, OVMR, OVMRUB =          94  131557.0156250  150329.2343750
