 CG ITER, OVMR, OVMRUB =           1  175000.0000000  175000.0000000
 CG ITER, OVMR, OVMRUB =           2  175000.0000000  175000.0000000
 CG ITER, OVMR, OVMRUB =           3  175000.0156250  175000.0000000
 CG ITER, OVMR, OVMRUB =           4  174999.9843750  175000.0000000
 CG ITER, OVMR, OVMRUB =           5  166919.1562500  175000.0000000
 CG ITER, OVMR, OVMRUB =           6  168179.4218750  175000.0000000
 CG ITER, OVMR, OVMRUB =           7  166454.7656250  175000.0000000
 CG ITER, OVMR, OVMRUB =           8  164921.3593750  175000.0000000
 CG ITER, OVMR, OVMRUB =           9  163785.3906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          10  162038.6562500  175000.0000000
 CG ITER, OVMR, OVMRUB =          11  161063.5781250  175000.0000000
 CG ITER, OVMR, OVMRUB =          12  158598.2656250  175000.0000000
 CG ITER, OVMR, OVMRUB =          13  157128.3906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          14  156357.5468750  175000.0000000
 CG ITER, OVMR, OVMRUB =          15  155207.5937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          16  153867.0625000  175000.0000000
 CG ITER, OVMR, OVMRUB =          17  153547.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          18  152878.3281250  175000.0000000
 CG ITER, OVMR, OVMRUB =          19  152086.7343750  175000.0000000
 CG ITER, OVMR, OVMRUB =          20  151550.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          21  150660.1406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          22  149834.9687500  175000.0000000
 CG ITER, OVMR, OVMRUB =          23  149151.4531250  175000.0000000
 CG ITER, OVMR, OVMRUB =          24  148593.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          25  148150.3281250  175000.0000000
 CG ITER, OVMR, OVMRUB =          26  147751.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          27  147339.8437500  175000.0000000
 CG ITER, OVMR, OVMRUB =          28  146887.9218750  175000.0000000
 CG ITER, OVMR, OVMRUB =          29  146389.6093750  175000.0000000
 CG ITER, OVMR, OVMRUB =          30  146071.9062500  175000.0000000
 CG ITER, OVMR, OVMRUB =          31  145757.4375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          32  145370.2812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          33  145003.2500000  175000.0000000
 CG ITER, OVMR, OVMRUB =          34  144739.5937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          35  144506.0625000  175000.0000000
 CG ITER, OVMR, OVMRUB =          36  144226.9687500  175000.0000000
 CG ITER, OVMR, OVMRUB =          37  143946.7187500  175000.0000000
 CG ITER, OVMR, OVMRUB =          38  143713.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          39  143458.3593750  175000.0000000
 CG ITER, OVMR, OVMRUB =          40  143303.2187500  175000.0000000
 CG ITER, OVMR, OVMRUB =          41  143046.3437500  175000.0000000
 CG ITER, OVMR, OVMRUB =          42  142900.8906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          43  142603.8125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          44  142497.1406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          45  142234.7500000  175000.0000000
 CG ITER, OVMR, OVMRUB =          46  142139.9375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          47  141950.2812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          48  141844.1875000  175000.0000000
 CG ITER, OVMR, OVMRUB =          49  141750.0937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          50  141569.2656250  175000.0000000
 CG ITER, OVMR, OVMRUB =          51  141427.5312500  175000.0000000
 CG ITER, OVMR, OVMRUB =          52  141268.1250000  175000.0000000
 CG ITER, OVMR, OVMRUB =          53  141193.9375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          54  141050.0937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          55  141002.8906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          56  140896.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          57  140866.0468750  175000.0000000
 CG ITER, OVMR, OVMRUB =          58  140665.9062500  175000.0000000
 CG ITER, OVMR, OVMRUB =          59  140671.0156250  175000.0000000
 CG ITER, OVMR, OVMRUB =          60  140563.7031250  174328.1562500
 CG ITER, OVMR, OVMRUB =          61  140487.4531250  174328.1562500
 CG ITER, OVMR, OVMRUB =          62  140410.0937500  174328.1562500
 CG ITER, OVMR, OVMRUB =          63  140294.0000000  174328.1562500
 CG ITER, OVMR, OVMRUB =          64  140196.9687500  174328.1562500
 CG ITER, OVMR, OVMRUB =          65  140153.9531250  169351.4062500
 CG ITER, OVMR, OVMRUB =          66  140059.6093750  169351.4062500
 CG ITER, OVMR, OVMRUB =          67  140073.1562500  169351.4062500
 CG ITER, OVMR, OVMRUB =          68  139983.7031250  169351.4062500
 CG ITER, OVMR, OVMRUB =          69  139948.2031250  169351.4062500
 CG ITER, OVMR, OVMRUB =          70  139870.6562500  169351.4062500
 CG ITER, OVMR, OVMRUB =          71  139814.3750000  169351.4062500
 CG ITER, OVMR, OVMRUB =          72  139790.5781250  169351.4062500
 CG ITER, OVMR, OVMRUB =          73  139725.1875000  169351.4062500
 CG ITER, OVMR, OVMRUB =          74  139658.7500000  169351.4062500
 CG ITER, OVMR, OVMRUB =          75  139627.6406250  169351.4062500
 CG ITER, OVMR, OVMRUB =          76  139605.5468750  169351.4062500
 CG ITER, OVMR, OVMRUB =          77  139547.9218750  169351.4062500
 CG ITER, OVMR, OVMRUB =          78  139520.9843750  169351.4062500
 CG ITER, OVMR, OVMRUB =          79  139531.9843750  168261.3906250
 CG ITER, OVMR, OVMRUB =          80  139466.2031250  168261.3906250
 CG ITER, OVMR, OVMRUB =          81  139459.3593750  168261.3906250
 CG ITER, OVMR, OVMRUB =          82  139442.1406250  167089.6718750
 CG ITER, OVMR, OVMRUB =          83  139438.7500000  167089.6718750
 CG ITER, OVMR, OVMRUB =          84  139407.4687500  167089.6718750
 CG ITER, OVMR, OVMRUB =          85  139396.9062500  167089.6718750
 CG ITER, OVMR, OVMRUB =          86  139371.0000000  163707.8750000
 CG ITER, OVMR, OVMRUB =          87  139361.5937500  163707.8750000
 CG ITER, OVMR, OVMRUB =          88  139343.1406250  163707.8750000
 CG ITER, OVMR, OVMRUB =          89  139329.7656250  163707.8750000
 CG ITER, OVMR, OVMRUB =          90  139325.6875000  163707.8750000
 CG ITER, OVMR, OVMRUB =          91  139323.7968750  163707.8750000
 CG ITER, OVMR, OVMRUB =          92  139314.4843750  163707.8750000
 CG ITER, OVMR, OVMRUB =          93  139296.0000000  163707.8750000
 CG ITER, OVMR, OVMRUB =          94  139304.1093750  163707.8750000
 CG ITER, OVMR, OVMRUB =          95  139304.5937500  163707.8750000
 CG ITER, OVMR, OVMRUB =          96  139290.9687500  163707.8750000
 CG ITER, OVMR, OVMRUB =          97  139284.3125000  163707.8750000
 CG ITER, OVMR, OVMRUB =          98  139280.2968750  163707.8750000
 CG ITER, OVMR, OVMRUB =          99  139267.7500000  163707.8750000
 CG ITER, OVMR, OVMRUB =         100  139257.6562500  163707.8750000
 CG ITER, OVMR, OVMRUB =         101  139236.5156250  163707.8750000
 CG ITER, OVMR, OVMRUB =         102  139238.5156250  163707.8750000
 CG ITER, OVMR, OVMRUB =         103  139225.6250000  163707.8750000
 CG ITER, OVMR, OVMRUB =         104  139227.7343750  163707.8750000
 CG ITER, OVMR, OVMRUB =         105  139219.4062500  163707.8750000
 CG ITER, OVMR, OVMRUB =         106  139227.9062500  159174.8906250
 CG ITER, OVMR, OVMRUB =         107  139231.7968750  159174.8906250
 CG ITER, OVMR, OVMRUB =         108  139223.3281250  159174.8906250
 CG ITER, OVMR, OVMRUB =         109  139215.5312500  159174.8906250
 CG ITER, OVMR, OVMRUB =         110  139216.7343750  159174.8906250
 CG ITER, OVMR, OVMRUB =         111  139212.1718750  159174.8906250
 CG ITER, OVMR, OVMRUB =         112  139210.5625000  154587.5781250
 CG ITER, OVMR, OVMRUB =         113  139213.3437500  154587.5781250
 CG ITER, OVMR, OVMRUB =         114  139202.9375000  154587.5781250
 CG ITER, OVMR, OVMRUB =         115  139206.9531250  154587.5781250
 CG ITER, OVMR, OVMRUB =         116  139199.2812500  154587.5781250
 CG ITER, OVMR, OVMRUB =         117  139199.2187500  154587.5781250
 CG ITER, OVMR, OVMRUB =         118  139200.9218750  154587.5781250
 CG ITER, OVMR, OVMRUB =         119  139198.7187500  154587.5781250
 CG ITER, OVMR, OVMRUB =         120  139203.5625000  154587.5781250
 CG ITER, OVMR, OVMRUB =         121  139204.3125000  154587.5781250
 CG ITER, OVMR, OVMRUB =         122  139197.3125000  154587.5781250
 CG ITER, OVMR, OVMRUB =         123  139202.3750000  154587.5781250
 CG ITER, OVMR, OVMRUB =         124  139200.5156250  150147.2812500
 CG ITER, OVMR, OVMRUB =         125  139206.9843750  150147.2812500
 CG ITER, OVMR, OVMRUB =         126  139206.4062500  150147.2812500
 CG ITER, OVMR, OVMRUB =         127  139202.3437500  150147.2812500
 CG ITER, OVMR, OVMRUB =         128  139207.9531250  150147.2812500
 CG ITER, OVMR, OVMRUB =         129  139199.2343750  150147.2812500
 CG ITER, OVMR, OVMRUB =         130  139205.5781250  150147.2812500
 CG ITER, OVMR, OVMRUB =         131  139198.9375000  150147.2812500
 CG ITER, OVMR, OVMRUB =         132  139202.5937500  150147.2812500
 CG ITER, OVMR, OVMRUB =         133  139204.4687500  150147.2812500
 CG ITER, OVMR, OVMRUB =         134  139206.1093750  150147.2812500
 CG ITER, OVMR, OVMRUB =         135  139201.4531250  150147.2812500
 CG ITER, OVMR, OVMRUB =         136  139207.0468750  150147.2812500
 CG ITER, OVMR, OVMRUB =         137  139203.9843750  150147.2812500
 CG ITER, OVMR, OVMRUB =         138  139203.9843750  150147.2812500
OVLB =  139203.9843750 OVLUB =  150147.2812500 TIME =     122.7600021
